ID,First_Name,Mid_Name,Last_Name,Percentage,Collegeid
403390,Kavya,Aniket,Gupta,88.54,73
403391,Vidhi,Ansh,Choudhury,88.54,73
403392,Manish,Eshan,Dubey,88.54,73
403393,Jay,Aniket,Joshi,88.54,73
403394,Parth,Surya,Pandey,88.54,73
403395,Aditya,Chandan,Yadav,88.54,73
403396,Eva,Zorawar,Kamble,88.54,73
403397,Aarush,Jai,Inamdar,88.54,73
403398,Nisha,Divyansh,Chauhan,88.54,73
403399,Jatin,Yuvan,Qazi,88.54,73
403400,Advait,Virat,Xalxo,88.54,73
403401,Raj,Krish,Dhillon,88.54,73
403402,Disha,Utkarsh,Sinha,88.54,73
403403,Harshita,Ayushman,Sinha,88.54,73
403404,Vaishnavi,Rishabh,Jain,88.54,73
403405,Kavya,Aadi,Khan,88.53,73
403406,Mayank,Pratham,Verma,88.53,73
403407,Akshara,Virat,Zala,88.53,73
403408,Ishika,Darshan,Reddy,88.53,73
403409,Mayank,Kunal,Ojha,88.51,73
403410,Hitesh,Parth,Nagpal,88.51,73
403411,Vishal,Jai,Kumar,88.51,73
403412,Saanvi,Mohit,Reddy,88.51,73
403413,Niyati,Vivaan,Sehgal,88.51,73
403414,Vedika,Aditya,Rastogi,88.51,73
403415,Devansh,Mayank,Dey,88.51,73
403416,Meher,Neel,Yadav,88.5,73
403417,Bhavya,Akash,Inamdar,88.5,74
403418,Yash,Eshan,Trivedi,88.5,74
403419,Riya,Virat,Chauhan,88.5,74
403420,Zayn,Akash,Edara,88.5,74
403421,Mohit,Dhruv,Sachdev,88.5,74
403422,Jatin,Chirag,Talwar,88.5,74
403423,Ekta,Zayn,Jha,88.5,74
403424,Parth,Pratham,Kulkarni,88.5,74
403425,Devansh,Mohit,Nair,88.5,74
403426,Sanya,Gautam,Chopra,88.5,74
403427,Ayush,Pratik,Sondhi,88.5,74
403428,Jiya,Dhruv,Kumar,88.5,74
403429,Urvashi,Naman,Fadnavis,88.5,74
403430,Prisha,Tejas,Bajaj,88.5,74
403431,Kavya,Ritvik,Sharma,88.5,74
403432,Advika,Ritvik,Mahajan,88.5,74
403433,Yug,Akash,Dhillon,88.5,74
403434,Sia,Jai,Khan,88.5,74
403435,Jai,Darshan,Bhattacharya,88.5,74
403436,Gautam,Pranav,Wadhwa,88.5,74
403437,Disha,Yug,Chatterjee,88.49,74
403438,Gauri,Akshay,Achari,88.49,74
403439,Chandan,Virat,Nair,88.48,74
403440,Yuvan,Varun,Oberoi,88.48,74
403441,Shubham,Ritvik,Kapoor,88.46,74
403442,Zayn,Vivaan,Verma,88.44,74
403443,Utkarsh,Jay,Das,88.42,74
403444,Ansh,Hitesh,Banerjee,88.42,74
403445,Eesha,Gaurav,Rastogi,88.42,74
403446,Mohit,Arjun,Wadhwa,88.4,74
403447,Aanya,Tanish,Pillai,88.4,74
403448,Lokesh,Dev,Yagnik,88.4,74
403449,Shubham,Hitesh,Lamba,88.4,74
403450,Divya,Akshay,Xalxo,88.4,74
403451,Qirat,Siddharth,Khan,88.4,74
403452,Aarav,Tejas,Uppal,88.4,74
403453,Kiara,Arjun,Dubey,88.4,74
403454,Garima,Virat,Fernandes,88.4,74
403455,Mohit,Rishabh,Tiwari,88.4,74
403456,Aditi,Kavya,Pai,88.4,74
403457,Aniket,Aarush,Lal,88.4,75
403458,Mehak,Zorawar,Achari,88.4,75
403459,Aditi,Tejas,Singh,88.4,75
403460,Parth,Ayush,Bajaj,88.4,75
403461,Bhavin,Hrithik,Sinha,88.4,75
403462,Varun,Naman,Agarwal,88.4,75
403463,Dev,Devansh,Jindal,88.4,75
403464,Akash,Aarav,Kulkarni,88.4,75
403465,Divya,Laksh,Sharma,88.4,75
403466,Laksh,Tanish,Lal,88.39,75
403467,Pratham,Utkarsh,Roy,88.39,75
403468,Devansh,Aarav,Banerjee,88.37,75
403469,Sahil,Karan,Bajaj,88.37,75
403470,Aditya,Manish,Ojha,88.37,75
403471,Karan,Zayn,Gupta,88.37,75
403472,Kavya,Tanish,Ahuja,88.37,75
403473,Akshay,Abhishek,Pai,88.37,75
403474,Inaya,Jay,Dubey,88.37,75
403475,Dhruv,Pratham,Pai,88.36,75
403476,Naman,Varun,Zala,88.36,75
403477,Amaira,Zivaan,Mazumdar,88.36,75
403478,Zorawar,Pratik,Loya,88.36,75
403479,Oviya,Ojas,Dey,88.33,75
403480,Raj,Tanish,Dubey,88.33,75
403481,Kyra,Jatin,Dara,88.33,75
403482,Pranav,Dhruv,Achari,88.33,75
403483,Riya,Aadi,Xavier,88.33,75
403484,Jai,Siddharth,Jha,88.33,75
403485,Bhavika,Aditya,Yagnik,88.33,75
403486,Eesha,Karan,Patel,88.33,75
403487,Zara,Aadi,Verma,88.33,75
403488,Sanya,Mayank,Lamba,88.33,75
403489,Gauri,Parth,Bhattacharya,88.33,75
403490,Aishwarya,Neel,Dara,88.33,75
403491,Aditya,Yash,Nair,88.33,75
403492,Tanish,Vishal,Oberoi,88.33,75
403493,Eesha,Neel,Chopra,88.33,75
403494,Aishwarya,Om,Rastogi,88.33,75
403495,Janvi,Ishaan,Kothari,88.33,75
403496,Radhika,Aditya,Talwar,88.33,75
403497,Nirav,Ayushman,Dutta,88.33,75
403498,Lavanya,Aditya,Kamble,88.33,75
403499,Navya,Jai,Chopra,88.33,75
403500,Samarth,Chirag,Pandey,88.33,75
403501,Kunal,Hrithik,Uday,88.33,76
403502,Garima,Aryan,Mahajan,88.33,76
403503,Meher,Karan,Dubey,88.33,76
403504,Qirat,Kunal,Rastogi,88.3,76
403505,Aaradhya,Rohit,Banerjee,88.3,76
403506,Aditi,Ishaan,Banerjee,88.3,76
403507,Kavya,Abhinav,Goswami,88.3,76
403508,Shubham,Neel,Mukherjee,88.3,76
403509,Aarav,Neel,Dutta,88.3,76
403510,Charvi,Karan,Nair,88.3,76
403511,Kiara,Eshan,Bhattacharya,88.29,76
403512,Eesha,Vishal,Xalxo,88.29,76
403513,Ishita,Jai,Patel,88.29,76
403514,Dev,Aniket,Gupta,88.29,76
403515,Manish,Sahil,Desai,88.29,76
403516,Garima,Akshay,Goswami,88.29,76
403517,Ishika,Zayn,Uday,88.29,76
403518,Mahika,Dhruv,Talwar,88.29,76
403519,Harshita,Kunal,Varma,88.29,76
403520,Pranavi,Mayank,Loya,88.29,76
403521,Laksh,Bhavin,Gupta,88.29,76
403522,Zivaan,Akshay,Kulkarni,88.29,76
403523,Parth,Lokesh,Nagpal,88.29,76
403524,Harsh,Ansh,Kamble,88.29,76
403525,Kanika,Laksh,Patel,88.29,76
403526,Zorawar,Atharva,Pillai,88.29,76
403527,Tanish,Mayank,Choudhury,88.29,76
403528,Siddharth,Brijesh,Zala,88.29,76
403529,Aayush,Aditya,Gupta,88.29,76
403530,Neha,Krish,Arora,88.29,76
403531,Trisha,Aadi,Talwar,88.29,76
403532,Zara,Pranav,Choudhury,88.29,76
403533,Akshay,Advait,Uppal,88.29,76
403534,Ira,Karan,Xalxo,88.29,76
403535,Mohit,Siddharth,Kapoor,88.29,76
403536,Zara,Vivaan,Yadav,88.29,76
403537,Nirav,Kunal,Jain,88.29,76
403538,Tanya,Ojas,Talwar,88.29,76
403539,Riya,Neel,Sehgal,88.29,76
403540,Tejas,Abhishek,Goswami,88.29,77
403541,Akshara,Zayn,Mittal,88.29,77
403542,Akshara,Ojas,Inamdar,88.27,77
403543,Gauri,Kavya,Bose,88.27,77
403544,Pratham,Ishan,Rastogi,88.27,77
403545,Hitesh,Yug,Banerjee,88.27,77
403546,Vanya,Atharva,Rastogi,88.27,77
403547,Ansh,Siddharth,Dey,88.27,77
403548,Aryan,Aayush,Joshi,88.27,77
403549,Neel,Eshan,Ranganathan,88.27,77
403550,Dev,Divyansh,Joshi,88.27,77
403551,Advika,Ishan,Achari,88.27,77
403552,Chirag,Zivaan,Qazi,88.24,77
403553,Lakshmi,Ojas,Mehta,88.24,77
403554,Aniket,Yuvan,Dutta,88.24,77
403555,Manish,Advait,Lamba,88.24,77
403556,Ekta,Shivansh,Roy,88.24,77
403557,Yash,Parth,Sehgal,88.23,77
403558,Manish,Jay,Gupta,88.22,77
403559,Eva,Vivaan,Nagpal,88.22,77
403560,Harshita,Parth,Mittal,88.22,77
403561,Lavanya,Mayank,Nair,88.22,77
403562,Kavya,Darshan,Yagnik,88.21,77
403563,Eva,Siddharth,Jha,88.21,77
403564,Qirat,Sahil,Ojha,88.21,77
403565,Lakshmi,Zivaan,Kothari,88.21,77
403566,Mohit,Ishan,Khan,88.19,77
403567,Mohit,Atharva,Chopra,88.19,77
403568,Ritika,Advait,Chopra,88.19,77
403569,Pari,Raj,Dutta,88.19,77
403570,Mohit,Dhruv,Fadnavis,88.19,77
403571,Vidhi,Ansh,Mehta,88.19,77
403572,Harsh,Pranav,Gupta,88.17,77
403573,Vedika,Zorawar,Jha,88.17,77
403574,Naman,Ojas,Dutta,88.17,77
403575,Yuvika,Gaurav,Rastogi,88.17,77
403576,Eesha,Shivansh,Trivedi,88.17,77
403577,Virat,Ayushman,Achari,88.17,77
403578,Ishaan,Jay,Trivedi,88.17,77
403579,Neha,Kavya,Bajaj,88.17,77
403580,Aadi,Surya,Ahuja,88.17,77
403581,Shivansh,Hrithik,Choudhury,88.17,78
403582,Devika,Jai,Kamble,88.17,78
403583,Utkarsh,Parth,Zaveri,88.17,78
403584,Ishika,Darshan,Banerjee,88.17,78
403585,Abhishek,Siddharth,Nagpal,88.17,78
403586,Ritika,Ayush,Rastogi,88.17,78
403587,Surya,Samarth,Zaveri,88.17,78
403588,Manish,Kunal,Bajaj,88.17,78
403589,Yashi,Krish,Arora,88.17,78
403590,Sanya,Harsh,Jindal,88.17,78
403591,Yamini,Virat,Dara,88.17,78
403592,Uma,Laksh,Rastogi,88.17,78
403593,Kunal,Darshan,Khanna,88.17,78
403594,Uma,Vishal,Bhat,88.17,78
403595,Pihu,Gaurav,Jindal,88.17,78
403596,Kanika,Sahil,Desai,88.17,78
403597,Kavya,Kavya,Gupta,88.17,78
403598,Yuvika,Gaurav,Shah,88.17,78
403599,Advika,Rishabh,Qazi,88.17,78
403600,Vanya,Nirav,Yadav,88.17,78
403601,Mehak,Neel,Kothari,88.17,78
403602,Ansh,Chirag,Pai,88.17,78
403603,Ananya,Manish,Kapoor,88.17,78
403604,Pari,Ayush,Khanna,88.17,78
403605,Hrithik,Gaurav,Wadhwa,88.17,78
403606,Zorawar,Rohit,Nair,88.17,78
403607,Neel,Ishan,Yadav,88.17,78
403608,Zorawar,Eshan,Agarwal,88.17,78
403609,Akash,Nirav,Rastogi,88.17,78
403610,Manish,Tejas,Pai,88.17,78
403611,Akshara,Hitesh,Ahuja,88.17,78
403612,Om,Aarush,Dhillon,88.17,78
403613,Janvi,Ayushman,Trivedi,88.17,78
403614,Charvi,Utkarsh,Chopra,88.16,78
403615,Ojasvi,Vivaan,Badal,88.15,78
403616,Vanya,Hrithik,Banerjee,88.15,78
403617,Divya,Varun,Yadav,88.15,79
403618,Jatin,Yash,Pandey,88.13,79
403619,Niyati,Virat,Dey,88.13,79
403620,Karan,Ojas,Chauhan,88.12,79
403621,Shubham,Hitesh,Mahajan,88.12,79
403622,Nisha,Aarush,Gupta,88.12,79
403623,Gauri,Tejas,Tiwari,88.1,79
403624,Rohit,Zorawar,Singh,88.1,79
403625,Gautam,Kunal,Mazumdar,88.1,79
403626,Ritika,Aryan,Nanda,88.1,79
403627,Riya,Tejas,Kothari,88.1,79
403628,Urvashi,Ishaan,Vaghela,88.1,79
403629,Zoya,Akshay,Reddy,88.1,79
403630,Eshan,Sahil,Xavier,88.1,79
403631,Pranavi,Chirag,Uppal,88.1,79
403632,Ishita,Akash,Gupta,88.1,79
403633,Zoya,Ayush,Zaveri,88.1,79
403634,Kritika,Ansh,Edara,88.08,79
403635,Kavya,Akshay,Mittal,88.06,79
403636,Anika,Akshay,Mehta,88.04,79
403637,Ritika,Parth,Wadhwa,88.02,79
403638,Lakshmi,Advait,Khanna,88.02,79
403639,Mahika,Devansh,Nanda,88.02,79
403640,Tanya,Ayush,Xalxo,88.02,79
403641,Aditi,Bhavin,Arora,88.02,79
403642,Zayn,Devansh,Verma,87.99,79
403643,Neha,Shivansh,Verma,87.98,79
403644,Anika,Dev,Walunj,87.96,79
403645,Yuvan,Lokesh,Mittal,87.96,79
403646,Zorawar,Akash,Kamble,87.96,79
403647,Yug,Varun,Thakur,87.96,79
403648,Aishwarya,Dev,Banerjee,87.96,79
403649,Mahika,Krish,Gupta,87.96,79
403650,Aaradhya,Hrithik,Gupta,87.96,79
403651,Arjun,Nirav,Goswami,87.96,79
403652,Aishwarya,Sahil,Walunj,87.96,79
403653,Tanya,Ojas,Mahajan,87.95,79
403654,Khushi,Tejas,Tiwari,87.95,80
403655,Ojas,Ishaan,Lal,87.94,80
403656,Yashi,Vivaan,Dey,87.94,80
403657,Niyati,Aarav,Qazi,87.94,80
403658,Vaishnavi,Yuvan,Joshi,87.92,80
403659,Ritika,Hitesh,Rastogi,87.9,80
403660,Khushi,Rohit,Goswami,87.9,80
403661,Ayush,Manish,Reddy,87.89,80
403662,Garima,Krish,Inamdar,87.89,80
403663,Lokesh,Zivaan,Choudhury,87.89,80
403664,Yuvika,Brijesh,Kothari,87.89,80
403665,Garima,Ayush,Khan,87.89,80
403666,Saanvi,Mohit,Bhat,87.89,80
403667,Vaishnavi,Gaurav,Talwar,87.89,80
403668,Mahika,Aryan,Kumar,87.89,80
403669,Yash,Om,Jindal,87.89,80
403670,Ayush,Varun,Talwar,87.89,80
403671,Ayushman,Zayn,Zinta,87.89,80
403672,Dhruv,Gaurav,Dara,87.89,80
403673,Pratham,Ojas,Reddy,87.89,80
403674,Lokesh,Shivansh,Vaghela,87.89,80
403675,Hitesh,Aadi,Das,87.89,80
403676,Eva,Manish,Khanna,87.89,80
403677,Naman,Bhavin,Xalxo,87.89,80
403678,Pranavi,Hitesh,Kapoor,87.89,80
403679,Bhavya,Ayushman,Dey,87.88,80
403680,Ekta,Gautam,Jha,87.86,80
403681,Parth,Zivaan,Achari,87.86,80
403682,Jatin,Ritvik,Joshi,87.86,80
403683,Ojasvi,Darshan,Roy,87.85,80
403684,Aniket,Eshan,Ojha,87.85,80
403685,Karan,Zivaan,Rastogi,87.83,80
403686,Vrinda,Naman,Bhattacharya,87.83,80
403687,Bhavika,Aarav,Mehta,87.83,80
403688,Chirag,Chandan,Varma,87.83,80
403689,Aayush,Aditya,Dutta,87.83,80
403690,Oviya,Om,Kothari,87.83,80
403691,Vaishnavi,Om,Roy,87.83,80
403692,Meher,Aarush,Mukherjee,87.83,80
403693,Ekansh,Krish,Gupta,87.83,80
403694,Pranavi,Darshan,Mittal,87.82,80
403695,Gautam,Neel,Gupta,87.8,80
403696,Divyansh,Abhishek,Yadav,87.8,81
403697,Jay,Dev,Achari,87.8,81
403698,Yash,Jai,Jha,87.8,81
403699,Ananya,Samarth,Singh,87.8,81
403700,Bhavya,Yuvan,Jain,87.8,81
403701,Chandan,Aadi,Kamble,87.8,81
403702,Pratik,Varun,Dara,87.78,81
403703,Arya,Gautam,Goswami,87.78,81
403704,Aarush,Aarav,Goswami,87.78,81
403705,Lakshmi,Om,Vaghela,87.78,81
403706,Mayank,Rohit,Verma,87.78,81
403707,Om,Jai,Qazi,87.76,81
403708,Jatin,Pranav,Yadav,87.76,81
403709,Navya,Krish,Xavier,87.74,81
403710,Aadi,Om,Ojha,87.74,81
403711,Anika,Manish,Desai,87.74,81
403712,Nisha,Akash,Kamble,87.74,81
403713,Vishal,Devansh,Dhillon,87.72,81
403714,Ansh,Aniket,Tiwari,87.72,81
403715,Tanisha,Ayush,Iyer,87.72,81
403716,Divya,Atharva,Achari,87.69,81
403717,Manish,Aarav,Talwar,87.69,81
403718,Utkarsh,Akshay,Ahuja,87.69,81
403719,Gautam,Hrithik,Chauhan,87.69,81
403720,Zorawar,Brijesh,Agarwal,87.69,81
403721,Chandan,Yash,Vaghela,87.69,81
403722,Abhishek,Ritvik,Achari,87.69,81
403723,Aditi,Ayush,Mittal,87.69,81
403724,Darshan,Chirag,Das,87.67,81
403725,Mayank,Pratham,Yadav,87.67,81
403726,Qirat,Laksh,Banerjee,87.67,81
403727,Harshita,Gaurav,Agarwal,87.67,81
403728,Bhavya,Krish,Inamdar,87.67,81
403729,Bhavya,Kunal,Wadhwa,87.67,81
403730,Mohit,Kunal,Trivedi,87.67,81
403731,Surya,Arjun,Jha,87.66,81
403732,Gaurav,Brijesh,Kapoor,87.66,81
403733,Utkarsh,Rohit,Yagnik,87.64,81
403734,Kiara,Tejas,Reddy,87.64,81
403735,Eesha,Gautam,Trivedi,87.64,81
403736,Kavya,Raj,Banerjee,87.64,82
403737,Tanisha,Devansh,Halder,87.64,82
403738,Arya,Yug,Nanda,87.63,82
403739,Prisha,Bhavya,Malhotra,87.61,82
403740,Amaira,Ishan,Sharma,87.61,82
403741,Ekansh,Siddharth,Dara,87.61,82
403742,Samarth,Lokesh,Bhattacharya,87.61,82
403743,Shivansh,Pratham,Yadav,87.61,82
403744,Anika,Samarth,Gupta,87.61,82
403745,Laksh,Parth,Edara,87.61,82
403746,Ritvik,Rishabh,Pandey,87.61,82
403747,Advika,Naman,Thakur,87.6,82
403748,Zoya,Abhishek,Edara,87.6,82
403749,Ishita,Jai,Das,87.6,82
403750,Mohit,Bhavya,Lamba,87.6,82
403751,Eesha,Ayush,Uday,87.6,82
403752,Ira,Vishal,Ojha,87.6,82
403753,Amaira,Ekansh,Joshi,87.6,82
403754,Jatin,Hrithik,Talwar,87.6,82
403755,Disha,Kavya,Patel,87.6,82
403756,Gautam,Ojas,Gupta,87.6,82
403757,Manish,Om,Agarwal,87.6,82
403758,Ojasvi,Akshay,Tiwari,87.59,82
403759,Kavya,Ansh,Sethi,87.59,82
403760,Arya,Yuvan,Kumar,87.59,82
403761,Lavanya,Neel,Choudhury,87.59,82
403762,Zayn,Nirav,Bhat,87.59,82
403763,Lokesh,Kunal,Yadav,87.59,82
403764,Ishita,Jay,Qazi,87.58,82
403765,Dev,Pratik,Uday,87.58,82
403766,Aditi,Bhavya,Dutta,87.58,82
403767,Advait,Laksh,Arora,87.56,82
403768,Naman,Neel,Jha,87.56,82
403769,Akshara,Jay,Shah,87.56,82
403770,Rishabh,Aniket,Malhotra,87.56,82
403771,Trisha,Aditya,Nair,87.56,83
403772,Oviya,Aditya,Kapoor,87.56,83
403773,Ishan,Kavya,Ojha,87.56,83
403774,Laksh,Ansh,Jain,87.56,83
403775,Rohit,Yug,Fadnavis,87.54,83
403776,Pratham,Lokesh,Xalxo,87.54,83
403777,Ayushman,Neel,Vaghela,87.54,83
403778,Aryan,Aniket,Halder,87.52,83
403779,Vishal,Sahil,Bhat,87.52,83
403780,Pari,Aditya,Bose,87.52,83
403781,Shreya,Naman,Singh,87.51,83
403782,Meher,Hitesh,Desai,87.51,83
403783,Jatin,Ansh,Qazi,87.51,83
403784,Eshan,Karan,Goswami,87.51,83
403785,Harshita,Ishan,Gupta,87.5,83
403786,Urvashi,Nirav,Desai,87.48,83
403787,Zayn,Surya,Malhotra,87.48,83
403788,Vaishnavi,Neel,Oberoi,87.46,83
403789,Meher,Naman,Yadav,87.46,83
403790,Neha,Rohit,Xalxo,87.46,83
403791,Pratik,Rishabh,Iyer,87.44,83
403792,Bhavya,Hrithik,Xavier,87.43,83
403793,Prisha,Dev,Chatterjee,87.43,83
403794,Virat,Atharva,Dey,87.43,83
403795,Zivaan,Ekansh,Ojha,87.43,83
403796,Pranavi,Pratik,Rao,87.43,83
403797,Akshay,Tanish,Oberoi,87.43,83
403798,Dhruv,Vishal,Mahajan,87.4,83
403799,Zainab,Mohit,Arora,87.4,83
403800,Hrithik,Nirav,Jha,87.4,83
403801,Gaurav,Pranav,Reddy,87.4,83
403802,Kunal,Rishabh,Khanna,87.4,83
403803,Abhinav,Jai,Zaveri,87.38,83
403804,Zainab,Akash,Agarwal,87.38,83
403805,Amaira,Hitesh,Sondhi,87.38,83
403806,Yuvan,Divyansh,Nanda,87.38,83
403807,Kunal,Yuvan,Pai,87.38,83
403808,Ayush,Ritvik,Lal,87.38,83
403809,Bhavika,Aadi,Bose,87.37,83
403810,Vidhi,Dhruv,Goswami,87.37,83
403811,Pratham,Pranav,Nanda,87.37,83
403812,Zayn,Zorawar,Varma,87.37,83
403813,Yash,Arjun,Bose,87.37,84
403814,Mohit,Eshan,Xavier,87.37,84
403815,Jatin,Virat,Gupta,87.37,84
403816,Yuvan,Manish,Xavier,87.37,84
403817,Mahika,Mayank,Ranganathan,87.37,84
403818,Kiara,Advait,Jain,87.37,84
403819,Dia,Om,Zinta,87.37,84
403820,Nirav,Aryan,Ahuja,87.37,84
403821,Manish,Rohit,Mazumdar,87.37,84
403822,Ira,Ishan,Uday,87.37,84
403823,Bhavya,Karan,Mukherjee,87.37,84
403824,Neha,Laksh,Talwar,87.37,84
403825,Yuvan,Laksh,Pillai,87.37,84
403826,Mehak,Zivaan,Arora,87.37,84
403827,Ekansh,Eshan,Shah,87.37,84
403828,Pihu,Mohit,Zaveri,87.37,84
403829,Devansh,Karan,Choudhury,87.37,84
403830,Ishita,Siddharth,Singh,87.37,84
403831,Ishita,Samarth,Bajaj,87.36,84
403832,Kunal,Hitesh,Yadav,87.36,84
403833,Ishita,Ritvik,Sehgal,87.36,84
403834,Pranavi,Krish,Dutta,87.36,84
403835,Navya,Abhinav,Qazi,87.36,84
403836,Ayush,Aarush,Qazi,87.36,84
403837,Dhruv,Shubham,Bhat,87.36,84
403838,Abhishek,Ishaan,Dubey,87.35,84
403839,Aarav,Krish,Khan,87.35,84
403840,Mahika,Chirag,Zaveri,87.35,84
403841,Chirag,Aadi,Desai,87.35,84
403842,Ayushman,Aniket,Verma,87.35,84
403843,Aniket,Chirag,Qazi,87.35,84
403844,Prisha,Jatin,Fadnavis,87.32,84
403845,Ira,Jay,Chatterjee,87.31,84
403846,Pari,Arjun,Gupta,87.28,84
403847,Pihu,Yash,Trivedi,87.28,84
403848,Zayn,Ritvik,Dara,87.28,84
403849,Sanya,Mohit,Xavier,87.28,84
403850,Hemangi,Ritvik,Bhattacharya,87.28,84
403851,Yash,Ishan,Sinha,87.28,84
403852,Aishwarya,Ojas,Jha,87.28,85
403853,Eshan,Ojas,Gupta,87.28,85
403854,Ira,Jay,Loya,87.28,85
403855,Mohit,Laksh,Malhotra,87.28,85
403856,Yuvan,Ekansh,Jindal,87.28,85
403857,Bhavin,Eshan,Gupta,87.28,85
403858,Inaya,Rishabh,Malhotra,87.26,85
403859,Pranav,Divyansh,Uday,87.26,85
403860,Shivansh,Samarth,Tiwari,87.26,85
403861,Tanish,Tejas,Varma,87.26,85
403862,Ishita,Divyansh,Rao,87.25,85
403863,Devika,Ishan,Dara,87.25,85
403864,Khushi,Chandan,Fadnavis,87.25,85
403865,Naman,Aarush,Zala,87.25,85
403866,Gautam,Abhishek,Inamdar,87.22,85
403867,Arya,Zorawar,Patel,87.22,85
403868,Laksh,Mohit,Dhillon,87.22,85
403869,Zainab,Ishan,Banerjee,87.21,85
403870,Dia,Aditya,Chatterjee,87.21,85
403871,Abhinav,Naman,Rastogi,87.21,85
403872,Aditya,Bhavya,Kamble,87.21,85
403873,Aaradhya,Nirav,Thakur,87.21,85
403874,Samarth,Ishan,Dhillon,87.21,85
403875,Dev,Bhavya,Joshi,87.21,85
403876,Dev,Surya,Trivedi,87.21,85
403877,Parth,Shubham,Verma,87.21,85
403878,Yash,Chandan,Zala,87.21,85
403879,Lakshmi,Darshan,Uppal,87.21,85
403880,Chandan,Mayank,Pandey,87.21,85
403881,Pranav,Neel,Fernandes,87.21,85
403882,Amaira,Siddharth,Xavier,87.21,85
403883,Saanvi,Bhavya,Chopra,87.21,85
403884,Atharva,Mayank,Reddy,87.21,85
403885,Nisha,Virat,Dhillon,87.21,85
403886,Sia,Vivaan,Reddy,87.21,85
403887,Kunal,Kavya,Chopra,87.21,85
403888,Akshay,Chandan,Shah,87.21,85
403889,Ayush,Zayn,Gupta,87.21,85
403890,Ayush,Shubham,Kulkarni,87.21,85
403891,Ansh,Jai,Pai,87.21,85
403892,Tejas,Laksh,Gupta,87.21,85
403893,Kiara,Brijesh,Yadav,87.21,85
403894,Saanvi,Shivansh,Thakur,87.21,85
403895,Advika,Rohit,Bhattacharya,87.21,85
403896,Pari,Jatin,Bose,87.21,85
403897,Krish,Yash,Arora,87.21,86
403898,Yuvan,Bhavin,Tiwari,87.21,86
403899,Riya,Brijesh,Ahuja,87.19,86
403900,Mayank,Brijesh,Nair,87.19,86
403901,Kiara,Aarush,Yagnik,87.19,86
403902,Jatin,Neel,Sinha,87.17,86
403903,Disha,Aayush,Halder,87.17,86
403904,Devika,Devansh,Edara,87.17,86
403905,Lavanya,Surya,Fernandes,87.17,86
403906,Vaishnavi,Yash,Gupta,87.17,86
403907,Brijesh,Sahil,Pai,87.17,86
403908,Tanisha,Om,Xalxo,87.17,86
403909,Chahat,Advait,Uppal,87.17,86
403910,Ansh,Krish,Kulkarni,87.17,86
403911,Atharva,Naman,Gupta,87.17,86
403912,Urvashi,Samarth,Nagpal,87.17,86
403913,Lokesh,Aadi,Pandey,87.17,86
403914,Khushi,Pranav,Rastogi,87.16,86
403915,Sia,Abhinav,Chauhan,87.16,86
403916,Pari,Gaurav,Chopra,87.16,86
403917,Sanya,Om,Dutta,87.16,86
403918,Tanya,Shivansh,Kothari,87.16,86
403919,Vrinda,Akshay,Chopra,87.16,86
403920,Meher,Akash,Iyer,87.16,86
403921,Siddharth,Ishaan,Fernandes,87.15,86
403922,Uma,Parth,Reddy,87.15,86
403923,Advait,Utkarsh,Pandey,87.15,86
403924,Chahat,Virat,Reddy,87.15,86
403925,Uma,Devansh,Goswami,87.15,86
403926,Devansh,Utkarsh,Ahuja,87.14,86
403927,Zara,Darshan,Varma,87.14,86
403928,Prisha,Pratik,Singh,87.14,86
403929,Sakshi,Neel,Dutta,87.14,86
403930,Aanya,Hrithik,Sondhi,87.14,86
403931,Aditya,Zayn,Uday,87.14,86
403932,Pari,Aadi,Sharma,87.12,86
403933,Devika,Ayush,Uppal,87.12,86
403934,Utkarsh,Siddharth,Shah,87.12,86
403935,Aarav,Jay,Choudhury,87.12,86
403936,Nirav,Sahil,Tiwari,87.11,86
403937,Ayushman,Shubham,Arora,87.11,86
403938,Shreya,Zayn,Patel,87.11,86
403939,Virat,Chirag,Jindal,87.11,87
403940,Aryan,Kunal,Singh,87.11,87
403941,Urvashi,Akash,Kapoor,87.11,87
403942,Aayush,Advait,Zala,87.11,87
403943,Virat,Bhavin,Ahuja,87.11,87
403944,Yash,Yash,Achari,87.11,87
403945,Yash,Rohit,Fadnavis,87.11,87
403946,Chandan,Aayush,Khanna,87.11,87
403947,Jiya,Mohit,Sachdev,87.11,87
403948,Ojas,Advait,Mukherjee,87.11,87
403949,Yash,Rohit,Walunj,87.11,87
403950,Aaradhya,Vivaan,Joshi,87.11,87
403951,Dia,Sahil,Mittal,87.11,87
403952,Bhavya,Shubham,Sethi,87.11,87
403953,Akshay,Laksh,Talwar,87.11,87
403954,Uma,Bhavya,Lal,87.11,87
403955,Riya,Ishan,Badal,87.11,87
403956,Nirav,Aayush,Sehgal,87.11,87
403957,Aryan,Sahil,Walunj,87.11,87
403958,Zara,Kunal,Sethi,87.11,87
403959,Mahika,Ayushman,Uday,87.11,87
403960,Bhavya,Arjun,Kapoor,87.11,87
403961,Jiya,Bhavya,Roy,87.11,87
403962,Kavya,Yuvan,Roy,87.11,87
403963,Zainab,Ishan,Arora,87.11,87
403964,Bhavya,Neel,Jain,87.11,87
403965,Arjun,Virat,Uppal,87.11,87
403966,Ritvik,Atharva,Chopra,87.11,87
403967,Hitesh,Ritvik,Lal,87.11,87
